seed,phase,phase_name,phase_total_runs,phase_epochs_per_run,run_idx,run_total,lr,wd,bs,drop_path_rate,epoch,epoch_total,loss,train_acc_pct,test_acc_pct
[38042],1,baseline,27,20,14,27,0.00033,0.07,256,0.1,11,20,0.9343,66.45,67.79
[38042],1,baseline,27,20,14,27,0.00033,0.07,256,0.1,12,20,0.8985,67.9,68.93
[38042],1,baseline,27,20,14,27,0.00033,0.07,256,0.1,13,20,0.8585,69.44,71.24
[38042],1,baseline,27,20,14,27,0.00033,0.07,256,0.1,14,20,0.8155,71.13,71.9
[38042],1,baseline,27,20,14,27,0.00033,0.07,256,0.1,15,20,0.7741,72.74,73.0
[38042],1,baseline,27,20,14,27,0.00033,0.07,256,0.1,16,20,0.7374,73.77,73.94
[38042],1,baseline,27,20,14,27,0.00033,0.07,256,0.1,17,20,0.7093,75.0,74.88
[38042],1,baseline,27,20,14,27,0.00033,0.07,256,0.1,18,20,0.6853,75.87,75.28
[38042],1,baseline,27,20,14,27,0.00033,0.07,256,0.1,19,20,0.6705,76.48,75.58
[38042],1,baseline,27,20,14,27,0.00033,0.07,256,0.1,20,20,0.6606,76.7,75.82
[38042],1,baseline,27,20,15,27,0.00033,0.07,256,0.2,1,20,2.0088,24.82,32.63
[38042],1,baseline,27,20,15,27,0.00033,0.07,256,0.2,2,20,1.7856,33.51,37.18
[38042],1,baseline,27,20,15,27,0.00033,0.07,256,0.2,3,20,1.6234,40.3,40.93
[38042],1,baseline,27,20,15,27,0.00033,0.07,256,0.2,4,20,1.4488,47.31,50.13
[38042],1,baseline,27,20,15,27,0.00033,0.07,256,0.2,5,20,1.3319,51.91,54.4
[38042],1,baseline,27,20,15,27,0.00033,0.07,256,0.2,6,20,1.2435,55.05,56.09
[38042],1,baseline,27,20,15,27,0.00033,0.07,256,0.2,7,20,1.1792,57.64,60.99
[38042],1,baseline,27,20,15,27,0.00033,0.07,256,0.2,8,20,1.1201,59.77,58.53
[38042],1,baseline,27,20,15,27,0.00033,0.07,256,0.2,9,20,1.0712,61.43,64.14
[38042],1,baseline,27,20,15,27,0.00033,0.07,256,0.2,10,20,1.0208,63.32,65.57
[38042],1,baseline,27,20,15,27,0.00033,0.07,256,0.2,11,20,0.982,64.9,64.45
[38042],1,baseline,27,20,15,27,0.00033,0.07,256,0.2,12,20,0.9384,66.44,68.31
[38042],1,baseline,27,20,15,27,0.00033,0.07,256,0.2,13,20,0.8961,68.26,70.09
[38042],1,baseline,27,20,15,27,0.00033,0.07,256,0.2,14,20,0.8541,69.59,71.11
[38042],1,baseline,27,20,15,27,0.00033,0.07,256,0.2,15,20,0.8221,70.86,71.47
[38042],1,baseline,27,20,15,27,0.00033,0.07,256,0.2,16,20,0.7812,72.46,72.95
[38042],1,baseline,27,20,15,27,0.00033,0.07,256,0.2,17,20,0.7571,73.25,74.0
[38042],1,baseline,27,20,15,27,0.00033,0.07,256,0.2,18,20,0.7348,74.02,74.37
[38042],1,baseline,27,20,15,27,0.00033,0.07,256,0.2,19,20,0.7173,74.66,74.56
[38042],1,baseline,27,20,15,27,0.00033,0.07,256,0.2,20,20,0.7034,75.2,74.42
[38042],1,baseline,27,20,16,27,0.00033,0.15,256,0.0,1,20,1.99,26.23,31.82
[38042],1,baseline,27,20,16,27,0.00033,0.15,256,0.0,2,20,1.7597,34.56,35.38
[38042],1,baseline,27,20,16,27,0.00033,0.15,256,0.0,3,20,1.5976,41.46,46.01
[38042],1,baseline,27,20,16,27,0.00033,0.15,256,0.0,4,20,1.388,49.56,52.04
[38042],1,baseline,27,20,16,27,0.00033,0.15,256,0.0,5,20,1.2698,54.25,56.71
[38042],1,baseline,27,20,16,27,0.00033,0.15,256,0.0,6,20,1.1781,57.51,59.08
[38042],1,baseline,27,20,16,27,0.00033,0.15,256,0.0,7,20,1.1041,60.3,62.64
[38042],1,baseline,27,20,16,27,0.00033,0.15,256,0.0,8,20,1.0489,62.46,61.87
[38042],1,baseline,27,20,16,27,0.00033,0.15,256,0.0,9,20,0.9956,64.5,63.52
[38042],1,baseline,27,20,16,27,0.00033,0.15,256,0.0,10,20,0.951,66.25,67.02
[38042],1,baseline,27,20,16,27,0.00033,0.15,256,0.0,11,20,0.9044,67.97,68.64
[38042],1,baseline,27,20,16,27,0.00033,0.15,256,0.0,12,20,0.8451,69.9,70.38
[38042],1,baseline,27,20,16,27,0.00033,0.15,256,0.0,13,20,0.8066,71.66,71.06
[38042],1,baseline,27,20,16,27,0.00033,0.15,256,0.0,14,20,0.7727,72.62,72.32
[38042],1,baseline,27,20,16,27,0.00033,0.15,256,0.0,15,20,0.728,74.3,73.42
[38042],1,baseline,27,20,16,27,0.00033,0.15,256,0.0,16,20,0.6917,75.57,74.66
[38042],1,baseline,27,20,16,27,0.00033,0.15,256,0.0,17,20,0.6569,76.75,75.22
[38042],1,baseline,27,20,16,27,0.00033,0.15,256,0.0,18,20,0.6304,77.97,75.34
[38042],1,baseline,27,20,16,27,0.00033,0.15,256,0.0,19,20,0.6101,78.58,75.83
[38042],1,baseline,27,20,16,27,0.00033,0.15,256,0.0,20,20,0.595,79.25,76.25
[38042],1,baseline,27,20,17,27,0.00033,0.15,256,0.1,1,20,2.003,25.52,28.52
[38042],1,baseline,27,20,17,27,0.00033,0.15,256,0.1,2,20,1.7711,34.38,38.0
[38042],1,baseline,27,20,17,27,0.00033,0.15,256,0.1,3,20,1.5554,43.37,45.71
[38042],1,baseline,27,20,17,27,0.00033,0.15,256,0.1,4,20,1.3822,49.57,50.31
[38042],1,baseline,27,20,17,27,0.00033,0.15,256,0.1,5,20,1.2871,53.36,53.37
[38042],1,baseline,27,20,17,27,0.00033,0.15,256,0.1,6,20,1.2124,56.34,57.7
[38042],1,baseline,27,20,17,27,0.00033,0.15,256,0.1,7,20,1.1441,58.9,59.21
[38042],1,baseline,27,20,17,27,0.00033,0.15,256,0.1,8,20,1.099,60.83,61.92
[38042],1,baseline,27,20,17,27,0.00033,0.15,256,0.1,9,20,1.0455,62.76,63.72
[38042],1,baseline,27,20,17,27,0.00033,0.15,256,0.1,10,20,1.0043,64.53,63.66
[38042],1,baseline,27,20,17,27,0.00033,0.15,256,0.1,11,20,0.9618,65.83,67.58
[38042],1,baseline,27,20,17,27,0.00033,0.15,256,0.1,12,20,0.9183,67.37,67.65
[38042],1,baseline,27,20,17,27,0.00033,0.15,256,0.1,13,20,0.8774,68.73,69.24
[38042],1,baseline,27,20,17,27,0.00033,0.15,256,0.1,14,20,0.8422,69.99,70.94
[38042],1,baseline,27,20,17,27,0.00033,0.15,256,0.1,15,20,0.8027,71.73,71.76
[38042],1,baseline,27,20,17,27,0.00033,0.15,256,0.1,16,20,0.7719,72.75,72.47
[38042],1,baseline,27,20,17,27,0.00033,0.15,256,0.1,17,20,0.7417,74.02,73.91
[38042],1,baseline,27,20,17,27,0.00033,0.15,256,0.1,18,20,0.7124,74.86,74.11
[38042],1,baseline,27,20,17,27,0.00033,0.15,256,0.1,19,20,0.6957,75.53,74.51
[38042],1,baseline,27,20,17,27,0.00033,0.15,256,0.1,20,20,0.6907,75.88,74.72
[38042],1,baseline,27,20,18,27,0.00033,0.15,256,0.2,1,20,2.0106,24.88,30.43
[38042],1,baseline,27,20,18,27,0.00033,0.15,256,0.2,2,20,1.7793,34.2,35.83
[38042],1,baseline,27,20,18,27,0.00033,0.15,256,0.2,3,20,1.5875,42.3,43.83
[38042],1,baseline,27,20,18,27,0.00033,0.15,256,0.2,4,20,1.4144,48.81,49.45
[38042],1,baseline,27,20,18,27,0.00033,0.15,256,0.2,5,20,1.3181,52.55,55.25
[38042],1,baseline,27,20,18,27,0.00033,0.15,256,0.2,6,20,1.2417,55.15,55.29
[38042],1,baseline,27,20,18,27,0.00033,0.15,256,0.2,7,20,1.1687,58.03,60.55
[38042],1,baseline,27,20,18,27,0.00033,0.15,256,0.2,8,20,1.124,59.65,60.22
[38042],1,baseline,27,20,18,27,0.00033,0.15,256,0.2,9,20,1.071,61.57,64.06
[38042],1,baseline,27,20,18,27,0.00033,0.15,256,0.2,10,20,1.03,62.91,65.15
[38042],1,baseline,27,20,18,27,0.00033,0.15,256,0.2,11,20,0.9785,65.04,67.57
[38042],1,baseline,27,20,18,27,0.00033,0.15,256,0.2,12,20,0.9342,66.7,66.87
[38042],1,baseline,27,20,18,27,0.00033,0.15,256,0.2,13,20,0.9037,67.86,68.82
[38042],1,baseline,27,20,18,27,0.00033,0.15,256,0.2,14,20,0.8703,69.13,70.36
[38042],1,baseline,27,20,18,27,0.00033,0.15,256,0.2,15,20,0.8327,70.21,71.51
[38042],1,baseline,27,20,18,27,0.00033,0.15,256,0.2,16,20,0.7937,71.78,72.17
[38042],1,baseline,27,20,18,27,0.00033,0.15,256,0.2,17,20,0.7648,72.91,73.81
[38042],1,baseline,27,20,18,27,0.00033,0.15,256,0.2,18,20,0.7445,73.46,74.61
[38042],1,baseline,27,20,18,27,0.00033,0.15,256,0.2,19,20,0.7265,74.37,74.36
[38042],1,baseline,27,20,18,27,0.00033,0.15,256,0.2,20,20,0.7176,74.8,74.66
[38042],1,baseline,27,20,19,27,0.001,0.02,256,0.0,1,20,1.9418,27.43,34.68
[38042],1,baseline,27,20,19,27,0.001,0.02,256,0.0,2,20,1.6385,39.76,44.62
[38042],1,baseline,27,20,19,27,0.001,0.02,256,0.0,3,20,1.4127,48.39,51.12
[38042],1,baseline,27,20,19,27,0.001,0.02,256,0.0,4,20,1.3111,52.39,50.49
[38042],1,baseline,27,20,19,27,0.001,0.02,256,0.0,5,20,1.2634,54.5,54.71
[38042],1,baseline,27,20,19,27,0.001,0.02,256,0.0,6,20,1.202,56.49,58.48
[38042],1,baseline,27,20,19,27,0.001,0.02,256,0.0,7,20,1.1269,59.41,60.93
[38042],1,baseline,27,20,19,27,0.001,0.02,256,0.0,8,20,1.0758,61.25,63.81
[38042],1,baseline,27,20,19,27,0.001,0.02,256,0.0,9,20,1.0156,63.87,64.64
[38042],1,baseline,27,20,19,27,0.001,0.02,256,0.0,10,20,0.9541,65.87,66.94
[38042],1,baseline,27,20,19,27,0.001,0.02,256,0.0,11,20,0.8989,67.79,68.69
[38042],1,baseline,27,20,19,27,0.001,0.02,256,0.0,12,20,0.8476,69.92,70.75
[38042],1,baseline,27,20,19,27,0.001,0.02,256,0.0,13,20,0.7869,72.16,72.71
[38042],1,baseline,27,20,19,27,0.001,0.02,256,0.0,14,20,0.7415,73.68,73.55
[38042],1,baseline,27,20,19,27,0.001,0.02,256,0.0,15,20,0.6841,75.72,75.94
[38042],1,baseline,27,20,19,27,0.001,0.02,256,0.0,16,20,0.6393,77.48,76.33
[38042],1,baseline,27,20,19,27,0.001,0.02,256,0.0,17,20,0.597,79.06,77.65
[38042],1,baseline,27,20,19,27,0.001,0.02,256,0.0,18,20,0.5613,80.15,77.72
[38042],1,baseline,27,20,19,27,0.001,0.02,256,0.0,19,20,0.5297,81.09,78.33
[38042],1,baseline,27,20,19,27,0.001,0.02,256,0.0,20,20,0.5172,81.84,78.57
[38042],1,baseline,27,20,20,27,0.001,0.02,256,0.1,1,20,1.9441,27.42,30.87
[38042],1,baseline,27,20,20,27,0.001,0.02,256,0.1,2,20,1.6781,37.78,44.17
[38042],1,baseline,27,20,20,27,0.001,0.02,256,0.1,3,20,1.4548,46.94,50.96
[38042],1,baseline,27,20,20,27,0.001,0.02,256,0.1,4,20,1.3502,51.07,52.96
[38042],1,baseline,27,20,20,27,0.001,0.02,256,0.1,5,20,1.2817,53.49,54.47
[38042],1,baseline,27,20,20,27,0.001,0.02,256,0.1,6,20,1.223,55.91,57.22
[38042],1,baseline,27,20,20,27,0.001,0.02,256,0.1,7,20,1.1663,58.25,60.69
[38042],1,baseline,27,20,20,27,0.001,0.02,256,0.1,8,20,1.1031,60.22,63.91
[38042],1,baseline,27,20,20,27,0.001,0.02,256,0.1,9,20,1.0431,62.74,65.11
[38042],1,baseline,27,20,20,27,0.001,0.02,256,0.1,10,20,0.9756,65.15,65.49
[38042],1,baseline,27,20,20,27,0.001,0.02,256,0.1,11,20,0.9333,66.75,67.71
[38042],1,baseline,27,20,20,27,0.001,0.02,256,0.1,12,20,0.8753,69.02,70.26
[38042],1,baseline,27,20,20,27,0.001,0.02,256,0.1,13,20,0.8237,70.66,72.27
[38042],1,baseline,27,20,20,27,0.001,0.02,256,0.1,14,20,0.7736,72.7,73.07
[38042],1,baseline,27,20,20,27,0.001,0.02,256,0.1,15,20,0.719,74.52,75.14
[38042],1,baseline,27,20,20,27,0.001,0.02,256,0.1,16,20,0.6721,76.05,75.81
[38042],1,baseline,27,20,20,27,0.001,0.02,256,0.1,17,20,0.6356,77.63,76.62
[38042],1,baseline,27,20,20,27,0.001,0.02,256,0.1,18,20,0.602,78.72,77.62
[38042],1,baseline,27,20,20,27,0.001,0.02,256,0.1,19,20,0.5774,79.53,77.99
[38042],1,baseline,27,20,20,27,0.001,0.02,256,0.1,20,20,0.5637,80.18,78.03
[38042],1,baseline,27,20,21,27,0.001,0.02,256,0.2,1,20,1.952,27.24,31.82
[38042],1,baseline,27,20,21,27,0.001,0.02,256,0.2,2,20,1.6755,38.13,44.03
[38042],1,baseline,27,20,21,27,0.001,0.02,256,0.2,3,20,1.4596,46.79,48.76
[38042],1,baseline,27,20,21,27,0.001,0.02,256,0.2,4,20,1.3599,50.46,48.04
[38042],1,baseline,27,20,21,27,0.001,0.02,256,0.2,5,20,1.2994,52.83,54.84
[38042],1,baseline,27,20,21,27,0.001,0.02,256,0.2,6,20,1.2442,54.86,57.21
[38042],1,baseline,27,20,21,27,0.001,0.02,256,0.2,7,20,1.186,57.13,55.13
[38042],1,baseline,27,20,21,27,0.001,0.02,256,0.2,8,20,1.1315,59.12,61.49
[38042],1,baseline,27,20,21,27,0.001,0.02,256,0.2,9,20,1.0703,61.58,63.92
[38042],1,baseline,27,20,21,27,0.001,0.02,256,0.2,10,20,1.0165,63.66,64.98
[38042],1,baseline,27,20,21,27,0.001,0.02,256,0.2,11,20,0.9697,65.39,67.37
[38042],1,baseline,27,20,21,27,0.001,0.02,256,0.2,12,20,0.9199,67.38,68.31
[38042],1,baseline,27,20,21,27,0.001,0.02,256,0.2,13,20,0.8668,69.2,69.83
[38042],1,baseline,27,20,21,27,0.001,0.02,256,0.2,14,20,0.8219,70.82,71.64
[38042],1,baseline,27,20,21,27,0.001,0.02,256,0.2,15,20,0.7722,72.73,73.1
[38042],1,baseline,27,20,21,27,0.001,0.02,256,0.2,16,20,0.7337,73.92,74.38
[38042],1,baseline,27,20,21,27,0.001,0.02,256,0.2,17,20,0.6974,75.41,76.04
[38042],1,baseline,27,20,21,27,0.001,0.02,256,0.2,18,20,0.6638,76.44,76.05
[38042],1,baseline,27,20,21,27,0.001,0.02,256,0.2,19,20,0.6425,77.27,76.19
[38042],1,baseline,27,20,21,27,0.001,0.02,256,0.2,20,20,0.6279,77.89,76.38
[38042],1,baseline,27,20,22,27,0.001,0.07,256,0.0,1,20,1.9432,26.95,33.74
[38042],1,baseline,27,20,22,27,0.001,0.07,256,0.0,2,20,1.6437,39.36,38.44
[38042],1,baseline,27,20,22,27,0.001,0.07,256,0.0,3,20,1.4144,48.63,50.76
[38042],1,baseline,27,20,22,27,0.001,0.07,256,0.0,4,20,1.32,52.14,54.68
[38042],1,baseline,27,20,22,27,0.001,0.07,256,0.0,5,20,1.2626,54.33,54.22
[38042],1,baseline,27,20,22,27,0.001,0.07,256,0.0,6,20,1.2133,56.15,56.69
[38042],1,baseline,27,20,22,27,0.001,0.07,256,0.0,7,20,1.1557,58.43,59.79
[38042],1,baseline,27,20,22,27,0.001,0.07,256,0.0,8,20,1.0815,61.02,62.26
[38042],1,baseline,27,20,22,27,0.001,0.07,256,0.0,9,20,1.0102,63.92,65.49
[38042],1,baseline,27,20,22,27,0.001,0.07,256,0.0,10,20,0.9633,65.69,66.47
[38042],1,baseline,27,20,22,27,0.001,0.07,256,0.0,11,20,0.908,67.77,67.99
[38042],1,baseline,27,20,22,27,0.001,0.07,256,0.0,12,20,0.8578,69.39,70.61
[38042],1,baseline,27,20,22,27,0.001,0.07,256,0.0,13,20,0.802,71.53,72.14
[38042],1,baseline,27,20,22,27,0.001,0.07,256,0.0,14,20,0.7536,73.13,73.79
[38042],1,baseline,27,20,22,27,0.001,0.07,256,0.0,15,20,0.7007,75.18,74.34
[38042],1,baseline,27,20,22,27,0.001,0.07,256,0.0,16,20,0.6579,76.89,75.94
[38042],1,baseline,27,20,22,27,0.001,0.07,256,0.0,17,20,0.6115,78.34,76.78
[38042],1,baseline,27,20,22,27,0.001,0.07,256,0.0,18,20,0.5768,79.6,77.49
[38042],1,baseline,27,20,22,27,0.001,0.07,256,0.0,19,20,0.5489,80.76,78.25
[38042],1,baseline,27,20,22,27,0.001,0.07,256,0.0,20,20,0.5351,81.23,78.16
[38042],1,baseline,27,20,23,27,0.001,0.07,256,0.1,1,20,1.9403,27.44,31.59
[38042],1,baseline,27,20,23,27,0.001,0.07,256,0.1,2,20,1.648,38.83,45.73
[38042],1,baseline,27,20,23,27,0.001,0.07,256,0.1,3,20,1.4423,47.29,50.45
[38042],1,baseline,27,20,23,27,0.001,0.07,256,0.1,4,20,1.3307,51.55,54.29
[38042],1,baseline,27,20,23,27,0.001,0.07,256,0.1,5,20,1.2873,53.55,52.91
[38042],1,baseline,27,20,23,27,0.001,0.07,256,0.1,6,20,1.2443,55.22,58.03
[38042],1,baseline,27,20,23,27,0.001,0.07,256,0.1,7,20,1.1751,57.75,57.03
[38042],1,baseline,27,20,23,27,0.001,0.07,256,0.1,8,20,1.1162,59.93,57.8
[38042],1,baseline,27,20,23,27,0.001,0.07,256,0.1,9,20,1.0635,61.93,65.27
[38042],1,baseline,27,20,23,27,0.001,0.07,256,0.1,10,20,1.0016,63.98,64.8
[38042],1,baseline,27,20,23,27,0.001,0.07,256,0.1,11,20,0.9574,65.65,67.23
[38042],1,baseline,27,20,23,27,0.001,0.07,256,0.1,12,20,0.9063,67.72,69.74
[38042],1,baseline,27,20,23,27,0.001,0.07,256,0.1,13,20,0.8444,70.12,70.78
[38042],1,baseline,27,20,23,27,0.001,0.07,256,0.1,14,20,0.8002,71.64,72.39
[38042],1,baseline,27,20,23,27,0.001,0.07,256,0.1,15,20,0.7536,73.47,73.23
[38042],1,baseline,27,20,23,27,0.001,0.07,256,0.1,16,20,0.7084,74.96,74.82
[38042],1,baseline,27,20,23,27,0.001,0.07,256,0.1,17,20,0.6651,76.43,75.53
[38042],1,baseline,27,20,23,27,0.001,0.07,256,0.1,18,20,0.6337,77.57,76.3
[38042],1,baseline,27,20,23,27,0.001,0.07,256,0.1,19,20,0.6105,78.42,76.74
[38042],1,baseline,27,20,23,27,0.001,0.07,256,0.1,20,20,0.5956,79.0,76.59
[38042],1,baseline,27,20,24,27,0.001,0.07,256,0.2,1,20,1.9577,26.66,33.16
[38042],1,baseline,27,20,24,27,0.001,0.07,256,0.2,2,20,1.6764,37.76,40.65
[38042],1,baseline,27,20,24,27,0.001,0.07,256,0.2,3,20,1.4557,46.89,50.72
[38042],1,baseline,27,20,24,27,0.001,0.07,256,0.2,4,20,1.3415,51.37,52.26
[38042],1,baseline,27,20,24,27,0.001,0.07,256,0.2,5,20,1.283,53.48,56.69
[38042],1,baseline,27,20,24,27,0.001,0.07,256,0.2,6,20,1.2307,55.74,57.33
[38042],1,baseline,27,20,24,27,0.001,0.07,256,0.2,7,20,1.1603,58.17,59.15
[38042],1,baseline,27,20,24,27,0.001,0.07,256,0.2,8,20,1.1106,59.97,60.6
[38042],1,baseline,27,20,24,27,0.001,0.07,256,0.2,9,20,1.0522,62.62,61.19
[38042],1,baseline,27,20,24,27,0.001,0.07,256,0.2,10,20,1.003,64.04,66.37
[38042],1,baseline,27,20,24,27,0.001,0.07,256,0.2,11,20,0.9572,65.9,67.48
[38042],1,baseline,27,20,24,27,0.001,0.07,256,0.2,12,20,0.8937,68.16,70.48
[38042],1,baseline,27,20,24,27,0.001,0.07,256,0.2,13,20,0.8427,69.97,71.42
[38042],1,baseline,27,20,24,27,0.001,0.07,256,0.2,14,20,0.8048,71.51,72.62
[38042],1,baseline,27,20,24,27,0.001,0.07,256,0.2,15,20,0.7497,73.42,73.42
[38042],1,baseline,27,20,24,27,0.001,0.07,256,0.2,16,20,0.7107,74.7,74.71
[38042],1,baseline,27,20,24,27,0.001,0.07,256,0.2,17,20,0.6758,76.23,75.93
[38042],1,baseline,27,20,24,27,0.001,0.07,256,0.2,18,20,0.6346,77.64,76.5
[38042],1,baseline,27,20,24,27,0.001,0.07,256,0.2,19,20,0.615,78.23,77.05
[38042],1,baseline,27,20,24,27,0.001,0.07,256,0.2,20,20,0.6051,78.65,77.38
[38042],1,baseline,27,20,25,27,0.001,0.15,256,0.0,1,20,1.9303,27.62,30.35
[38042],1,baseline,27,20,25,27,0.001,0.15,256,0.0,2,20,1.6848,37.39,43.89
[38042],1,baseline,27,20,25,27,0.001,0.15,256,0.0,3,20,1.4457,47.31,51.21
[38042],1,baseline,27,20,25,27,0.001,0.15,256,0.0,4,20,1.3347,51.56,52.93
[38042],1,baseline,27,20,25,27,0.001,0.15,256,0.0,5,20,1.279,53.79,54.45
[38042],1,baseline,27,20,25,27,0.001,0.15,256,0.0,6,20,1.2205,56.13,57.67
[38042],1,baseline,27,20,25,27,0.001,0.15,256,0.0,7,20,1.1598,58.01,59.45
[38042],1,baseline,27,20,25,27,0.001,0.15,256,0.0,8,20,1.0924,60.75,62.22
[38042],1,baseline,27,20,25,27,0.001,0.15,256,0.0,9,20,1.0437,62.75,62.51
[38042],1,baseline,27,20,25,27,0.001,0.15,256,0.0,10,20,0.9835,64.79,65.93
[38042],1,baseline,27,20,25,27,0.001,0.15,256,0.0,11,20,0.9199,66.98,66.36
[38042],1,baseline,27,20,25,27,0.001,0.15,256,0.0,12,20,0.8838,68.54,70.33
[38042],1,baseline,27,20,25,27,0.001,0.15,256,0.0,13,20,0.8299,70.63,70.31
[38042],1,baseline,27,20,25,27,0.001,0.15,256,0.0,14,20,0.7692,72.49,72.42
[38042],1,baseline,27,20,25,27,0.001,0.15,256,0.0,15,20,0.7224,74.48,73.87
[38042],1,baseline,27,20,25,27,0.001,0.15,256,0.0,16,20,0.6802,76.1,75.81
[38042],1,baseline,27,20,25,27,0.001,0.15,256,0.0,17,20,0.6315,77.69,76.3
[38042],1,baseline,27,20,25,27,0.001,0.15,256,0.0,18,20,0.5941,78.93,76.76
[38042],1,baseline,27,20,25,27,0.001,0.15,256,0.0,19,20,0.5699,80.06,77.61
[38042],1,baseline,27,20,25,27,0.001,0.15,256,0.0,20,20,0.5533,80.57,77.68
[38042],1,baseline,27,20,26,27,0.001,0.15,256,0.1,1,20,1.943,27.22,32.59
[38042],1,baseline,27,20,26,27,0.001,0.15,256,0.1,2,20,1.6719,38.5,41.52
[38042],1,baseline,27,20,26,27,0.001,0.15,256,0.1,3,20,1.4651,46.43,48.1
[38042],1,baseline,27,20,26,27,0.001,0.15,256,0.1,4,20,1.3536,50.82,53.55
[38042],1,baseline,27,20,26,27,0.001,0.15,256,0.1,5,20,1.2936,53.19,54.58
[38042],1,baseline,27,20,26,27,0.001,0.15,256,0.1,6,20,1.2367,55.58,52.13
[38042],1,baseline,27,20,26,27,0.001,0.15,256,0.1,7,20,1.1829,57.43,59.48
[38042],1,baseline,27,20,26,27,0.001,0.15,256,0.1,8,20,1.1123,59.97,61.43
[38042],1,baseline,27,20,26,27,0.001,0.15,256,0.1,9,20,1.0572,62.01,63.96
[38042],1,baseline,27,20,26,27,0.001,0.15,256,0.1,10,20,1.0162,63.57,63.82
[38042],1,baseline,27,20,26,27,0.001,0.15,256,0.1,11,20,0.9579,66.06,65.54
[38042],1,baseline,27,20,26,27,0.001,0.15,256,0.1,12,20,0.9142,67.46,69.4
[38042],1,baseline,27,20,26,27,0.001,0.15,256,0.1,13,20,0.8641,69.34,70.62
[38042],1,baseline,27,20,26,27,0.001,0.15,256,0.1,14,20,0.8129,71.21,71.79
[38042],1,baseline,27,20,26,27,0.001,0.15,256,0.1,15,20,0.7761,72.59,72.89
[38042],1,baseline,27,20,26,27,0.001,0.15,256,0.1,16,20,0.7287,74.26,73.92
[38042],1,baseline,27,20,26,27,0.001,0.15,256,0.1,17,20,0.687,75.85,75.03
[38042],1,baseline,27,20,26,27,0.001,0.15,256,0.1,18,20,0.6538,77.04,75.73
[38042],1,baseline,27,20,26,27,0.001,0.15,256,0.1,19,20,0.6378,77.41,76.23
[38042],1,baseline,27,20,26,27,0.001,0.15,256,0.1,20,20,0.6212,78.21,76.58
[38042],1,baseline,27,20,27,27,0.001,0.15,256,0.2,1,20,1.9492,27.15,32.83
[38042],1,baseline,27,20,27,27,0.001,0.15,256,0.2,2,20,1.7043,36.71,43.88
[38042],1,baseline,27,20,27,27,0.001,0.15,256,0.2,3,20,1.4877,45.99,48.38
[38042],1,baseline,27,20,27,27,0.001,0.15,256,0.2,4,20,1.3691,50.23,48.0
[38042],1,baseline,27,20,27,27,0.001,0.15,256,0.2,5,20,1.316,52.41,56.32
[38042],1,baseline,27,20,27,27,0.001,0.15,256,0.2,6,20,1.2539,54.96,58.03
[38042],1,baseline,27,20,27,27,0.001,0.15,256,0.2,7,20,1.1845,57.34,60.05
[38042],1,baseline,27,20,27,27,0.001,0.15,256,0.2,8,20,1.1203,60.03,63.2
[38042],1,baseline,27,20,27,27,0.001,0.15,256,0.2,9,20,1.0636,62.05,62.19
[38042],1,baseline,27,20,27,27,0.001,0.15,256,0.2,10,20,1.0071,63.84,65.88
[38042],1,baseline,27,20,27,27,0.001,0.15,256,0.2,11,20,0.9564,65.98,66.99
[38042],1,baseline,27,20,27,27,0.001,0.15,256,0.2,12,20,0.9098,67.71,69.59
[38042],1,baseline,27,20,27,27,0.001,0.15,256,0.2,13,20,0.8537,69.97,71.61
[38042],1,baseline,27,20,27,27,0.001,0.15,256,0.2,14,20,0.8157,71.11,72.65
[38042],1,baseline,27,20,27,27,0.001,0.15,256,0.2,15,20,0.7683,72.64,74.04
[38042],1,baseline,27,20,27,27,0.001,0.15,256,0.2,16,20,0.726,74.3,74.9
[38042],1,baseline,27,20,27,27,0.001,0.15,256,0.2,17,20,0.6858,75.93,76.26
[38042],1,baseline,27,20,27,27,0.001,0.15,256,0.2,18,20,0.6523,76.93,76.83
[38042],1,baseline,27,20,27,27,0.001,0.15,256,0.2,19,20,0.6284,77.84,77.22
[38042],1,baseline,27,20,27,27,0.001,0.15,256,0.2,20,20,0.6153,78.39,77.22
[38042],2,grid search,27,20,1,27,1e-05,0.02,256,0.0,1,20,0.5132,82.02,78.61
[38042],2,grid search,27,20,1,27,1e-05,0.02,256,0.0,2,20,0.5108,82.01,78.56
[38042],2,grid search,27,20,1,27,1e-05,0.02,256,0.0,3,20,0.5068,81.97,78.98
[38042],2,grid search,27,20,1,27,1e-05,0.02,256,0.0,4,20,0.5025,82.4,78.84
[38042],2,grid search,27,20,1,27,1e-05,0.02,256,0.0,5,20,0.5034,82.29,78.65
[38042],2,grid search,27,20,1,27,1e-05,0.02,256,0.0,6,20,0.5001,82.35,78.77
[38042],2,grid search,27,20,1,27,1e-05,0.02,256,0.0,7,20,0.4966,82.6,78.95
[38042],2,grid search,27,20,1,27,1e-05,0.02,256,0.0,8,20,0.4958,82.33,78.99
[38042],2,grid search,27,20,1,27,1e-05,0.02,256,0.0,9,20,0.492,82.6,79.08
[38042],2,grid search,27,20,1,27,1e-05,0.02,256,0.0,10,20,0.4929,82.65,79.09
[38042],2,grid search,27,20,1,27,1e-05,0.02,256,0.0,11,20,0.4901,82.72,79.13
[38042],2,grid search,27,20,1,27,1e-05,0.02,256,0.0,12,20,0.485,82.89,79.18
