seed,epoch,epoch_total,member,train_batch_size,data_build_s,train_time_s,eval_time_s,loss,train_acc_pct,test_acc_pct,lr_sched_start,lr_sched_end,pbt_lr,pbt_batch_size,pbt_weight_decay,pbt_drop_path,pbt_warmup_epochs
38042,45,60,1,128,1.691054105758667,65.11933636665344,13.039340257644653,0.308,89.1,82.38,0.000138,0.000133,0.000133,128,0.254,0.157,5.0
38042,46,60,0,256,1.7012171745300293,63.450419187545776,13.029000282287598,0.2248,92.18,84.41,1.72e-07,3.38e-05,3.38e-05,256,0.223,0.123,5.0
38042,46,60,1,128,1.6865904331207275,65.05915641784668,13.09196424484253,0.2952,89.55,82.48,0.000133,0.000128,0.000128,128,0.254,0.157,5.0
38042,47,60,0,256,1.7134308815002441,63.479023694992065,13.089191198348999,0.2058,92.77,84.05,3.38e-05,6.75e-05,6.75e-05,256,0.223,0.123,5.0
38042,47,60,1,128,1.7104883193969727,65.32923483848572,13.057193994522095,0.2816,90.05,83.08,0.000128,0.000123,0.000123,128,0.254,0.157,5.0
38042,48,60,0,256,1.6984834671020508,63.32676672935486,12.85333776473999,0.2087,92.64,83.74,6.75e-05,0.000101,0.000101,256,0.223,0.123,5.0
38042,48,60,1,128,1.682560920715332,65.14649796485901,12.916277885437012,0.2717,90.45,82.32,0.000123,0.000118,0.000118,128,0.254,0.157,5.0
38042,49,60,0,256,1.7252049446105957,63.34379816055298,12.870095252990723,0.2296,91.91,83.24,0.000101,0.000135,0.000135,256,0.223,0.123,5.0
38042,49,60,1,128,1.6923305988311768,65.11930632591248,12.957540035247803,0.2584,90.86,83.42,0.000118,0.000113,0.000113,128,0.254,0.157,5.0
38042,50,60,0,256,1.698195219039917,63.36247539520264,13.023070812225342,0.2525,91.02,82.83,0.000135,0.000168,0.000168,256,0.223,0.123,5.0
38042,50,60,1,128,1.6749539375305176,65.18499040603638,12.987258434295654,0.2497,91.25,83.22,0.000113,0.000108,0.000108,128,0.254,0.157,5.0
38042,51,60,0,128,1.779207706451416,65.14881587028503,13.067710638046265,0.1786,93.85,83.63,1.3e-07,5.11e-05,5.11e-05,128,0.258,0.149,5.0
38042,51,60,1,128,1.748774766921997,65.0919017791748,13.09673285484314,0.2389,91.48,83.03,0.000108,0.000102,0.000102,128,0.254,0.157,5.0
38042,52,60,0,128,1.7016069889068604,65.19122743606567,12.998389959335327,0.2019,92.85,83.57,5.11e-05,0.000102,0.000102,128,0.258,0.149,5.0
38042,52,60,1,128,1.6913034915924072,65.18520998954773,13.134832620620728,0.2271,91.92,83.21,0.000102,9.7e-05,9.7e-05,128,0.254,0.157,5.0
38042,53,60,0,128,1.7137596607208252,64.547602891922,12.93172836303711,0.2513,91.11,81.95,0.000102,0.000153,0.000153,128,0.258,0.149,5.0
38042,53,60,1,128,1.6822655200958252,65.03021216392517,12.902385473251343,0.2128,92.32,83.17,9.7e-05,9.17e-05,9.17e-05,128,0.254,0.157,5.0
38042,54,60,0,128,1.7068345546722412,65.21888470649719,12.858600378036499,0.3098,88.86,81.41,0.000153,0.000204,0.000204,128,0.258,0.149,5.0
38042,54,60,1,128,1.7220702171325684,64.95821189880371,12.913646936416626,0.2007,92.82,83.77,9.17e-05,8.64e-05,8.64e-05,128,0.254,0.157,5.0
38042,55,60,0,128,1.7494173049926758,65.07597160339355,12.96999740600586,0.3537,87.35,81.29,0.000204,0.000255,0.000255,128,0.258,0.149,5.0
38042,55,60,1,128,1.7329597473144531,65.0060818195343,13.061032772064209,0.1903,93.24,83.96,8.64e-05,8.11e-05,8.11e-05,128,0.254,0.157,5.0
38042,56,60,0,256,1.7552142143249512,63.41369986534119,13.056587934494019,0.1445,94.98,84.38,1.75e-07,3.45e-05,3.45e-05,256,0.269,0.111,5.0
38042,56,60,1,128,1.682910442352295,65.12203121185303,13.034337997436523,0.18,93.54,83.86,8.11e-05,7.58e-05,7.58e-05,128,0.254,0.157,5.0
38042,57,60,0,256,1.747652292251587,63.40649127960205,13.076347827911377,0.1334,95.33,84.62,3.45e-05,6.89e-05,6.89e-05,256,0.269,0.111,5.0
38042,57,60,1,128,1.7244012355804443,64.96955013275146,12.853161096572876,0.1763,93.79,84.01,7.58e-05,7.06e-05,7.06e-05,128,0.254,0.157,5.0
38042,58,60,0,256,1.713559865951538,63.18356442451477,12.869438409805298,0.1547,94.58,83.9,6.89e-05,0.000103,0.000103,256,0.269,0.111,5.0
38042,58,60,1,128,1.6856796741485596,65.22368550300598,12.914927005767822,0.1649,94.17,83.49,7.06e-05,6.55e-05,6.55e-05,128,0.254,0.157,5.0
38042,59,60,0,256,1.7135310173034668,63.270745038986206,13.106541633605957,0.1815,93.5,83.33,0.000103,0.000138,0.000138,256,0.269,0.111,5.0
38042,59,60,1,128,1.7343013286590576,64.60341095924377,13.120516061782837,0.1551,94.43,84.12,6.55e-05,6.05e-05,6.05e-05,128,0.254,0.157,5.0
38042,60,60,0,256,1.7034876346588135,63.0851628780365,12.98161005973816,0.2102,92.6,82.39,0.000138,0.000172,0.000172,256,0.269,0.111,5.0
