seed,epoch,epoch_total,member,train_batch_size,data_build_s,lr_sched_start,lr_sched_end,train_time_s,eval_time_s,loss,train_acc_pct,test_acc_pct,pbt_lr,pbt_weight_decay,pbt_drop_path,pbt_warmup_epochs,pbt_batch_size
38042,1,70,0,256,7.770646572113037,1.93e-07,3.81e-05,25.172658443450928,2.1799638271331787,2.0642,23.07,29.52,0.0001894099367645819,0.09616745871263249,0.30758866767960447,5,256
38042,1,70,1,256,1.6206345558166504,2.66e-07,5.25e-05,24.660900354385376,2.3230767250061035,2.0305,24.0,30.6,0.0002610457762689696,0.13313120688671945,0.2988852362414701,5,256
38042,1,70,2,256,1.5109024047851562,4.75e-07,9.36e-05,25.395849466323853,2.2139053344726562,2.0152,24.97,30.56,0.00046580972075259094,0.04163760518412271,0.21704259365986278,5,256
38042,1,70,3,256,1.564115047454834,3.22e-07,6.34e-05,25.41340398788452,2.208582878112793,2.0219,24.33,29.67,0.0003155456675032866,0.10835600837460257,0.20632463667325823,5,256
38042,1,70,4,256,1.6734743118286133,3.64e-07,7.17e-05,24.628854990005493,3.023756265640259,2.0277,24.49,30.0,0.0003565125943597626,0.13274485841923567,0.25432892395471046,5,256
38042,2,70,0,256,1.5648455619812012,3.81e-05,7.6e-05,25.54142475128174,2.260882616043091,1.8429,31.83,35.07,0.0001894099367645819,0.09616745871263249,0.30758866767960447,5,256
38042,2,70,1,256,1.5632803440093994,5.25e-05,0.000105,25.440596342086792,2.1757664680480957,1.8292,32.04,33.98,0.0002610457762689696,0.13313120688671945,0.2988852362414701,5,256
38042,2,70,2,256,1.5607233047485352,9.36e-05,0.000187,25.36771845817566,2.2148420810699463,1.7784,33.73,35.54,0.00046580972075259094,0.04163760518412271,0.21704259365986278,5,256
38042,2,70,3,256,1.6825008392333984,6.34e-05,0.000127,24.684391260147095,2.910284996032715,1.8156,32.68,34.7,0.0003155456675032866,0.10835600837460257,0.20632463667325823,5,256
38042,2,70,4,256,1.7218332290649414,7.17e-05,0.000143,23.782532930374146,3.391777992248535,1.8101,33.14,35.74,0.0003565125943597626,0.13274485841923567,0.25432892395471046,5,256
38042,3,70,0,256,1.5799598693847656,7.6e-05,0.000114,24.83254075050354,2.3354732990264893,1.7525,34.96,33.87,0.0001894099367645819,0.09616745871263249,0.30758866767960447,5,256
38042,3,70,1,256,1.5618040561676025,0.000105,0.000157,25.046680212020874,2.224586248397827,1.7268,35.85,37.12,0.0002610457762689696,0.13313120688671945,0.2988852362414701,5,256
38042,3,70,2,256,1.5914843082427979,0.000187,0.00028,24.872406482696533,2.187878370285034,1.6626,38.24,42.47,0.00046580972075259094,0.04163760518412271,0.21704259365986278,5,256
38042,3,70,3,256,1.55649733543396,0.000127,0.00019,24.94621467590332,2.29795241355896,1.7078,37.06,36.3,0.0003155456675032866,0.10835600837460257,0.20632463667325823,5,256
38042,3,70,4,256,1.556276798248291,0.000143,0.000214,25.420552015304565,2.2509732246398926,1.7005,37.29,36.63,0.0003565125943597626,0.13274485841923567,0.25432892395471046,5,256
38042,4,70,0,256,1.5634040832519531,0.000114,0.000152,24.81088638305664,2.1826488971710205,1.6712,38.34,38.57,0.0001894099367645819,0.09616745871263249,0.30758866767960447,5,256
38042,4,70,1,256,1.6334517002105713,0.000157,0.000209,24.681642532348633,2.1401262283325195,1.6301,40.02,43.94,0.0002610457762689696,0.13313120688671945,0.2988852362414701,5,256
38042,4,70,2,256,1.6694409847259521,0.00028,0.000373,24.26616859436035,2.5769591331481934,1.5589,42.75,46.89,0.00046580972075259094,0.04163760518412271,0.21704259365986278,5,256
38042,4,70,3,256,1.7302534580230713,0.00019,0.000253,23.924076080322266,3.338408946990967,1.6028,40.95,43.52,0.0003155456675032866,0.10835600837460257,0.20632463667325823,5,256
38042,4,70,4,256,1.5637271404266357,0.000214,0.000286,24.541735410690308,2.821211099624634,1.5999,41.18,43.88,0.0003565125943597626,0.13274485841923567,0.25432892395471046,5,256
38042,5,70,0,256,1.5527832508087158,0.000152,0.000189,25.01794171333313,2.207594394683838,1.5762,42.22,43.75,0.0001894099367645819,0.09616745871263249,0.30758866767960447,5,256
38042,5,70,1,256,1.5710694789886475,0.000209,0.000261,24.92490291595459,2.238909959793091,1.5304,44.12,45.09,0.0002610457762689696,0.13313120688671945,0.2988852362414701,5,256
38042,5,70,2,256,1.5478603839874268,0.000373,0.000466,24.9853298664093,2.236543893814087,1.479,45.98,47.21,0.00046580972075259094,0.04163760518412271,0.21704259365986278,5,256
38042,5,70,3,256,1.569549560546875,0.000253,0.000316,25.14765167236328,2.25989031791687,1.5036,45.18,46.33,0.0003155456675032866,0.10835600837460257,0.20632463667325823,5,256
38042,5,70,4,256,1.5586166381835938,0.000286,0.000357,25.663044929504395,2.3023135662078857,1.4958,45.74,48.39,0.0003565125943597626,0.13274485841923567,0.25432892395471046,5,256
38042,6,70,0,256,1.6840426921844482,2.55e-07,5.03e-05,24.8149676322937,2.8201212882995605,1.3793,49.89,51.49,0.0002502213586795585,0.08121118233594017,0.32647451212245726,5,256
38042,6,70,1,256,1.7187795639038086,0.000261,0.000261,25.13963294029236,3.379857063293457,1.4564,46.94,48.31,0.0002610457762689696,0.13313120688671945,0.2988852362414701,5,256
38042,6,70,2,256,1.573885440826416,0.000466,0.000466,25.95671057701111,2.291468381881714,1.4192,48.4,50.53,0.00046580972075259094,0.04163760518412271,0.21704259365986278,5,256
38042,6,70,3,256,1.5658624172210693,0.000316,0.000315,25.27873992919922,2.2124452590942383,1.4335,47.61,48.45,0.0003155456675032866,0.10835600837460257,0.20632463667325823,5,256
38042,6,70,4,256,1.5785470008850098,0.000357,0.000356,25.514991283416748,2.1789820194244385,1.4287,48.04,50.49,0.0003565125943597626,0.13274485841923567,0.25432892395471046,5,256
38042,7,70,0,256,1.5713400840759277,5.03e-05,0.0001,25.637560844421387,2.2088005542755127,1.343,51.54,52.31,0.0002502213586795585,0.08121118233594017,0.32647451212245726,5,256
38042,7,70,1,256,1.60264253616333,0.000261,0.00026,25.38584280014038,2.310213327407837,1.3925,49.35,51.5,0.0002610457762689696,0.13313120688671945,0.2988852362414701,5,256
38042,7,70,2,256,1.6841943264007568,0.000466,0.000465,24.44428515434265,2.7287509441375732,1.3664,50.48,53.1,0.00046580972075259094,0.04163760518412271,0.21704259365986278,5,256
38042,7,70,3,256,1.7309436798095703,0.000315,0.000315,24.094634532928467,3.37695574760437,1.3706,50.24,52.68,0.0003155456675032866,0.10835600837460257,0.20632463667325823,5,256
38042,7,70,4,256,1.5669269561767578,0.000356,0.000356,24.855631351470947,2.5774002075195312,1.3689,50.35,52.09,0.0003565125943597626,0.13274485841923567,0.25432892395471046,5,256
38042,8,70,0,256,1.5757858753204346,0.0001,0.00015,25.486669778823853,2.246931314468384,1.3285,51.88,53.3,0.0002502213586795585,0.08121118233594017,0.32647451212245726,5,256
38042,8,70,1,256,1.5691490173339844,0.00026,0.00026,25.173529386520386,2.2371222972869873,1.3501,51.04,51.18,0.0002610457762689696,0.13313120688671945,0.2988852362414701,5,256
38042,8,70,2,256,1.581421136856079,0.000465,0.000463,25.07737970352173,2.2565410137176514,1.3211,52.15,53.42,0.00046580972075259094,0.04163760518412271,0.21704259365986278,5,256
38042,8,70,3,256,1.5696523189544678,0.000315,0.000314,25.350718021392822,2.1907730102539062,1.3259,51.85,52.49,0.0003155456675032866,0.10835600837460257,0.20632463667325823,5,256
38042,8,70,4,256,1.6177010536193848,0.000356,0.000355,25.013888359069824,2.4638359546661377,1.3303,51.92,51.7,0.0003565125943597626,0.13274485841923567,0.25432892395471046,5,256
38042,9,70,0,256,1.7283649444580078,0.00015,0.0002,24.115919828414917,3.093261241912842,1.3198,52.27,54.13,0.0002502213586795585,0.08121118233594017,0.32647451212245726,5,256
38042,9,70,1,256,1.6549077033996582,0.00026,0.000259,24.923675298690796,2.940814971923828,1.3066,52.68,55.08,0.0002610457762689696,0.13313120688671945,0.2988852362414701,5,256
38042,9,70,2,256,1.564727783203125,0.000463,0.000461,25.179481983184814,2.3856210708618164,1.2816,53.59,54.87,0.00046580972075259094,0.04163760518412271,0.21704259365986278,5,256
38042,9,70,3,256,1.5642967224121094,0.000314,0.000313,25.044998168945312,2.324734687805176,1.279,53.95,54.34,0.0003155456675032866,0.10835600837460257,0.20632463667325823,5,256
38042,9,70,4,256,1.5534555912017822,0.000355,0.000353,25.052091598510742,2.308011531829834,1.2897,53.1,54.49,0.0003565125943597626,0.13274485841923567,0.25432892395471046,5,256
38042,10,70,0,256,1.5570619106292725,0.0002,0.00025,24.803584337234497,2.2557315826416016,1.3005,53.03,53.91,0.0002502213586795585,0.08121118233594017,0.32647451212245726,5,256
38042,10,70,1,256,1.560713291168213,0.000259,0.000257,24.934126377105713,2.235724687576294,1.2714,54.16,54.79,0.0002610457762689696,0.13313120688671945,0.2988852362414701,5,256
38042,10,70,2,256,1.5628693103790283,0.000461,0.000459,24.925137758255005,2.2163727283477783,1.2379,55.5,57.53,0.00046580972075259094,0.04163760518412271,0.21704259365986278,5,256
38042,10,70,3,256,1.5919795036315918,0.000313,0.000311,24.83323311805725,2.2304017543792725,1.2451,55.19,55.25,0.0003155456675032866,0.10835600837460257,0.20632463667325823,5,256
38042,10,70,4,256,1.679748296737671,0.000353,0.000351,24.401261806488037,2.705610990524292,1.247,55.21,55.58,0.0003565125943597626,0.13274485841923567,0.25432892395471046,5,256
38042,11,70,0,256,1.7396440505981445,3.35e-07,6.6e-05,24.7095730304718,3.2948083877563477,1.1463,58.97,60.69,0.0003285203901827075,0.09294547529423315,0.27458284474522676,5,256
38042,11,70,1,256,1.5646922588348389,0.000257,0.000256,25.23031520843506,2.387007474899292,1.2357,55.55,56.65,0.0002610457762689696,0.13313120688671945,0.2988852362414701,5,256
38042,11,70,2,256,1.553779125213623,0.000459,0.000456,25.38406229019165,2.18141508102417,1.196,57.19,58.43,0.00046580972075259094,0.04163760518412271,0.21704259365986278,5,256
38042,11,70,3,256,1.5594966411590576,0.000311,0.000309,25.249611854553223,2.3204050064086914,1.2134,56.66,57.65,0.0003155456675032866,0.10835600837460257,0.20632463667325823,5,256
38042,11,70,4,256,1.5561339855194092,0.000351,0.000349,25.19016170501709,2.215261220932007,1.2178,56.2,56.87,0.0003565125943597626,0.13274485841923567,0.25432892395471046,5,256
38042,12,70,0,256,1.5681242942810059,6.6e-05,0.000132,25.09394407272339,2.180004119873047,1.1114,60.01,60.23,0.0003285203901827075,0.09294547529423315,0.27458284474522676,5,256
38042,12,70,1,256,1.6054022312164307,0.000256,0.000254,24.615209102630615,2.1476192474365234,1.2137,56.28,57.58,0.0002610457762689696,0.13313120688671945,0.2988852362414701,5,256
38042,12,70,2,256,1.6700239181518555,0.000456,0.000453,24.161909103393555,2.631106376647949,1.1686,57.97,59.23,0.00046580972075259094,0.04163760518412271,0.21704259365986278,5,256
38042,12,70,3,256,1.7538599967956543,0.000309,0.000307,23.87604308128357,3.1189470291137695,1.1732,57.78,59.67,0.0003155456675032866,0.10835600837460257,0.20632463667325823,5,256
38042,12,70,4,256,1.6144945621490479,0.000349,0.000346,24.50299644470215,2.8460710048675537,1.1862,57.26,58.41,0.0003565125943597626,0.13274485841923567,0.25432892395471046,5,256
38042,13,70,0,256,1.5712316036224365,0.000132,0.000197,25.405428647994995,2.240000009536743,1.1084,60.3,61.28,0.0003285203901827075,0.09294547529423315,0.27458284474522676,5,256
38042,13,70,1,256,1.5682899951934814,0.000254,0.000251,25.121763944625854,2.1855430603027344,1.1755,57.78,58.22,0.0002610457762689696,0.13313120688671945,0.2988852362414701,5,256
38042,13,70,2,256,1.5679006576538086,0.000453,0.000449,24.869912147521973,2.2112338542938232,1.1215,59.76,59.13,0.00046580972075259094,0.04163760518412271,0.21704259365986278,5,256
38042,13,70,3,256,1.5548896789550781,0.000307,0.000304,24.853731870651245,2.2097034454345703,1.1398,59.12,60.15,0.0003155456675032866,0.10835600837460257,0.20632463667325823,5,256
38042,13,70,4,256,1.548628568649292,0.000346,0.000343,24.829965353012085,2.2503745555877686,1.1534,58.69,59.03,0.0003565125943597626,0.13274485841923567,0.25432892395471046,5,256
38042,14,70,0,256,1.5652120113372803,0.000197,0.000263,24.784167766571045,2.1647579669952393,1.1058,60.42,61.12,0.0003285203901827075,0.09294547529423315,0.27458284474522676,5,256
38042,14,70,1,256,1.639298677444458,0.000251,0.000249,24.549961805343628,2.4331114292144775,1.1514,58.63,60.25,0.0002610457762689696,0.13313120688671945,0.2988852362414701,5,256
38042,14,70,2,256,1.7201716899871826,0.000449,0.000444,24.20642375946045,3.3800556659698486,1.1034,60.69,62.04,0.00046580972075259094,0.04163760518412271,0.21704259365986278,5,256
38042,14,70,3,256,1.6415092945098877,0.000304,0.000301,25.433070182800293,2.6828994750976562,1.1116,60.08,60.69,0.0003155456675032866,0.10835600837460257,0.20632463667325823,5,256
38042,14,70,4,256,1.5741982460021973,0.000343,0.00034,25.458707332611084,2.287799596786499,1.1212,59.75,61.92,0.0003565125943597626,0.13274485841923567,0.25432892395471046,5,256
38042,15,70,0,256,1.5716288089752197,0.000263,0.000329,25.050536155700684,2.3005189895629883,1.1028,60.9,60.67,0.0003285203901827075,0.09294547529423315,0.27458284474522676,5,256
38042,15,70,1,256,1.5690083503723145,0.000249,0.000246,25.298036098480225,2.325383424758911,1.1229,59.63,61.59,0.0002610457762689696,0.13313120688671945,0.2988852362414701,5,256
38042,15,70,2,256,1.5678791999816895,0.000444,0.000439,24.903191566467285,2.1806886196136475,1.0609,62.06,63.08,0.00046580972075259094,0.04163760518412271,0.21704259365986278,5,256
38042,15,70,3,256,1.5967133045196533,0.000301,0.000298,24.958213806152344,2.2320704460144043,1.0883,60.91,60.6,0.0003155456675032866,0.10835600837460257,0.20632463667325823,5,256
