seed,phase,phase_name,phase_total_runs,phase_epochs_per_run,run_idx,run_total,lr,wd,bs,drop_path_rate,epoch,epoch_total,loss,train_acc_pct,test_acc_pct,dl_time,train_time,eval_time
[38042],,,,,,,,,,,1,70,2.2998,11.04,12.99,0.81s,2.98s,0.47s
[38042],,,,,,,,,,,1,70,2.2608,14.44,15.8,0.78s,3.07s,0.43s
[38042],,,,,,,,,,,1,70,2.3122,11.27,15.37,0.78s,3.03s,0.44s
[38042],,,,,,,,,,,1,70,2.256,14.7,14.78,0.78s,2.82s,0.43s
[38042],,,,,,,,,,,1,70,2.3255,10.2,13.77,0.78s,2.93s,0.44s
[38042],,,,,,,,,,,1,70,2.3232,10.7,15.11,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,1,70,2.2574,14.53,17.56,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,1,70,2.3067,11.28,13.58,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,1,70,2.2896,12.29,15.49,0.78s,2.92s,0.44s
[38042],,,,,,,,,,,1,70,2.2429,16.45,20.12,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,1,70,2.275,14.29,19.59,0.78s,2.95s,0.43s
[38042],,,,,,,,,,,1,70,2.2574,15.66,19.5,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,1,70,2.2658,16.06,21.76,0.79s,2.80s,0.43s
[38042],,,,,,,,,,,1,70,2.2427,16.96,20.65,0.78s,2.98s,0.43s
[38042],,,,,,,,,,,1,70,2.2239,18.22,21.53,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,1,70,2.2495,16.68,20.76,0.78s,2.82s,0.43s
[38042],,,,,,,,,,,1,70,2.2632,13.67,20.12,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,1,70,2.2377,15.36,20.95,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,1,70,2.1523,21.22,24.8,0.78s,2.91s,0.44s
[38042],,,,,,,,,,,1,70,2.1563,21.02,24.72,0.78s,3.06s,0.51s
[38042],,,,,,,,,,,1,70,2.1901,18.83,23.13,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,1,70,2.155,20.02,24.65,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,1,70,2.1694,20.24,24.46,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,1,70,2.1925,18.66,22.73,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,1,70,2.1586,20.98,24.33,0.78s,2.80s,0.44s
[38042],,,,,,,,,,,1,70,2.1517,20.97,24.01,0.78s,2.95s,0.42s
[38042],,,,,,,,,,,1,70,2.1883,18.78,24.11,0.78s,2.95s,0.44s
[38042],,,,,,,,,,,1,70,2.3073,13.08,13.25,0.78s,2.82s,0.43s
[38042],,,,,,,,,,,1,70,2.3163,11.72,14.44,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,1,70,2.3244,10.27,11.56,0.78s,2.90s,0.43s
[38042],,,,,,,,,,,1,70,2.2679,13.34,16.76,0.78s,2.78s,0.43s
[38042],,,,,,,,,,,1,70,2.3422,8.84,10.25,0.78s,2.89s,0.42s
[38042],,,,,,,,,,,1,70,2.3173,9.01,10.93,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,1,70,2.3065,10.61,13.81,0.78s,2.78s,0.42s
[38042],,,,,,,,,,,1,70,2.3373,10.83,13.4,0.78s,2.90s,0.42s
[38042],,,,,,,,,,,1,70,2.3113,12.4,15.98,0.78s,2.90s,0.43s
[38042],,,,,,,,,,,1,70,2.2929,13.07,19.56,0.78s,2.78s,0.43s
[38042],,,,,,,,,,,1,70,2.275,14.0,15.92,0.78s,2.98s,0.42s
[38042],,,,,,,,,,,1,70,2.2429,16.37,22.78,0.79s,3.17s,0.43s
[38042],,,,,,,,,,,1,70,2.2756,13.87,18.3,0.78s,2.79s,0.43s
[38042],,,,,,,,,,,1,70,2.2466,17.93,23.32,0.78s,2.90s,0.43s
[38042],,,,,,,,,,,1,70,2.2524,14.73,20.66,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,1,70,2.2428,16.81,22.07,0.78s,2.79s,0.42s
[38042],,,,,,,,,,,1,70,2.2586,16.14,21.63,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,1,70,2.2564,15.31,20.71,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,1,70,2.1695,19.64,23.66,0.78s,2.78s,0.42s
[38042],,,,,,,,,,,1,70,2.1778,19.22,23.59,0.78s,2.98s,0.49s
[38042],,,,,,,,,,,1,70,2.2057,18.78,23.69,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,1,70,2.1416,21.54,25.42,0.78s,2.84s,0.43s
[38042],,,,,,,,,,,1,70,2.1963,19.24,24.09,0.78s,2.90s,0.43s
[38042],,,,,,,,,,,1,70,2.1787,19.41,23.73,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,1,70,2.1551,20.74,26.25,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,1,70,2.167,20.07,24.39,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,1,70,2.1854,19.16,24.88,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,1,70,2.286,16.46,17.63,0.78s,2.79s,0.42s
[38042],,,,,,,,,,,1,70,2.2861,13.32,16.54,0.79s,2.91s,0.43s
[38042],,,,,,,,,,,1,70,2.2701,15.25,18.49,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,1,70,2.2979,11.51,13.91,0.79s,2.80s,0.42s
[38042],,,,,,,,,,,1,70,2.2751,14.5,16.34,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,1,70,2.2802,12.93,16.07,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,1,70,2.2876,14.31,18.11,0.78s,2.82s,0.42s
[38042],,,,,,,,,,,1,70,2.2728,13.48,17.96,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,1,70,2.2984,13.46,15.59,0.78s,2.90s,0.43s
[38042],,,,,,,,,,,1,70,2.249,16.28,20.79,0.78s,2.83s,0.42s
[38042],,,,,,,,,,,1,70,2.2546,15.99,18.09,0.78s,2.98s,0.51s
[38042],,,,,,,,,,,1,70,2.2742,14.06,20.65,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,1,70,2.2406,17.35,21.14,0.78s,2.79s,0.42s
[38042],,,,,,,,,,,1,70,2.2507,15.41,20.17,0.79s,2.90s,0.43s
[38042],,,,,,,,,,,1,70,2.2822,13.73,21.28,0.78s,2.90s,0.42s
[38042],,,,,,,,,,,1,70,2.2645,15.13,20.17,0.78s,2.78s,0.42s
[38042],,,,,,,,,,,1,70,2.243,17.75,20.99,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,1,70,2.2497,16.15,19.33,0.79s,2.92s,0.43s
[38042],,,,,,,,,,,1,70,2.1644,20.62,23.75,0.78s,2.79s,0.43s
[38042],,,,,,,,,,,1,70,2.1703,20.39,24.44,0.78s,2.97s,0.57s
[38042],,,,,,,,,,,1,70,2.1616,19.91,23.73,0.78s,2.90s,0.43s
[38042],,,,,,,,,,,1,70,2.1492,21.4,24.09,0.78s,2.79s,0.43s
[38042],,,,,,,,,,,1,70,2.1626,21.03,24.83,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,1,70,2.1726,19.63,24.08,0.78s,2.90s,0.42s
[38042],,,,,,,,,,,1,70,2.1731,18.99,23.93,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,1,70,2.1446,21.17,24.99,0.79s,2.92s,0.43s
[38042],,,,,,,,,,,1,70,2.1885,19.41,24.5,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,1,70,2.2769,13.67,15.63,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,1,70,2.3038,12.31,13.82,0.78s,2.98s,0.57s
[38042],,,,,,,,,,,1,70,2.2987,13.79,16.12,0.78s,2.89s,0.42s
[38042],,,,,,,,,,,1,70,2.3352,8.11,10.44,0.78s,2.79s,0.43s
[38042],,,,,,,,,,,1,70,2.2819,14.13,15.24,0.78s,2.89s,0.43s
[38042],,,,,,,,,,,1,70,2.3317,10.95,13.18,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,1,70,2.3207,11.04,13.29,0.78s,2.78s,0.42s
[38042],,,,,,,,,,,1,70,2.2974,13.37,15.6,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,1,70,2.2951,13.46,15.59,0.78s,2.90s,0.42s
[38042],,,,,,,,,,,1,70,2.2398,17.5,20.45,0.78s,2.79s,0.42s
[38042],,,,,,,,,,,1,70,2.252,16.38,18.29,0.78s,2.97s,0.51s
[38042],,,,,,,,,,,1,70,2.2493,15.16,20.07,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,1,70,2.2159,17.81,22.95,0.78s,2.78s,0.42s
[38042],,,,,,,,,,,1,70,2.2875,13.67,18.04,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,1,70,2.2787,13.16,17.65,0.78s,2.90s,0.43s
[38042],,,,,,,,,,,1,70,2.2469,16.59,22.0,0.78s,2.79s,0.42s
[38042],,,,,,,,,,,1,70,2.2843,13.24,18.42,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,1,70,2.2759,15.1,20.3,0.78s,2.90s,0.43s
[38042],,,,,,,,,,,1,70,2.1561,21.46,25.08,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,1,70,2.1673,20.44,24.9,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,1,70,2.1657,20.37,23.98,0.79s,2.92s,0.43s
[38042],,,,,,,,,,,1,70,2.1311,20.76,23.95,0.78s,2.79s,0.43s
[38042],,,,,,,,,,,1,70,2.1719,20.23,24.45,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,1,70,2.198,19.12,23.36,0.79s,2.91s,0.43s
[38042],,,,,,,,,,,1,70,2.151,21.36,24.54,0.78s,2.78s,0.43s
[38042],,,,,,,,,,,1,70,2.1698,19.83,23.54,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,1,70,2.173,19.64,24.79,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,1,70,2.3018,11.18,14.49,0.78s,2.78s,0.42s
[38042],,,,,,,,,,,1,70,2.2911,13.33,18.4,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,1,70,2.2711,14.38,18.7,0.78s,2.90s,0.43s
[38042],,,,,,,,,,,1,70,2.2955,15.57,17.73,0.78s,2.79s,0.43s
[38042],,,,,,,,,,,1,70,2.2831,14.3,16.72,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,1,70,2.2953,11.41,12.75,0.79s,2.91s,0.43s
[38042],,,,,,,,,,,1,70,2.2935,13.14,17.27,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,1,70,2.3153,9.32,12.88,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,1,70,2.3338,7.01,7.54,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,1,70,2.2255,16.98,22.19,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,1,70,2.2761,16.37,22.19,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,1,70,2.264,14.62,20.94,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,1,70,2.2375,16.82,21.71,0.79s,2.81s,0.43s
[38042],,,,,,,,,,,1,70,2.2582,15.44,19.76,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,1,70,2.2546,16.23,19.71,0.78s,2.90s,0.43s
[38042],,,,,,,,,,,1,70,2.2691,14.32,20.12,0.78s,2.79s,0.42s
[38042],,,,,,,,,,,1,70,2.2597,15.46,20.86,0.79s,2.92s,0.42s
[38042],,,,,,,,,,,1,70,2.2558,14.46,20.14,0.79s,2.91s,0.43s
[38042],,,,,,,,,,,1,70,2.1693,20.13,24.18,0.79s,2.79s,0.42s
[38042],,,,,,,,,,,1,70,2.1765,19.35,25.07,0.78s,2.89s,0.43s
[38042],,,,,,,,,,,1,70,2.1975,19.12,23.53,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,1,70,2.1514,21.03,24.44,0.78s,2.79s,0.42s
[38042],,,,,,,,,,,1,70,2.1494,20.81,23.64,0.78s,2.90s,0.42s
[38042],,,,,,,,,,,1,70,2.1728,19.61,23.91,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,1,70,2.1519,20.95,25.41,0.80s,2.77s,0.42s
[38042],,,,,,,,,,,1,70,2.177,19.43,25.21,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,1,70,2.1912,19.31,24.64,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,2,70,1.9448,27.78,29.84,0.81s,2.85s,0.44s
[38042],,,,,,,,,,,2,70,1.9536,27.52,31.19,0.78s,2.95s,0.45s
[38042],,,,,,,,,,,2,70,1.9618,26.77,30.36,0.78s,3.03s,0.45s
[38042],,,,,,,,,,,2,70,1.9269,28.58,32.71,0.78s,2.84s,0.43s
[38042],,,,,,,,,,,2,70,1.9576,27.44,32.89,0.78s,2.96s,0.43s
[38042],,,,,,,,,,,2,70,1.9656,26.81,30.33,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,2,70,1.9542,27.16,32.34,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,2,70,1.9509,27.44,30.67,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,2,70,1.9573,27.1,30.8,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,2,70,1.9093,28.63,34.96,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,2,70,1.8921,29.27,34.48,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,2,70,1.8988,29.24,33.59,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,2,70,1.8992,29.06,32.22,0.79s,2.80s,0.43s
[38042],,,,,,,,,,,2,70,1.8942,29.21,35.7,0.78s,2.95s,0.43s
[38042],,,,,,,,,,,2,70,1.8874,29.44,34.62,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,2,70,1.8909,29.38,33.95,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,2,70,1.9,29.21,33.23,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,2,70,1.9055,28.89,32.5,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,2,70,1.866,29.86,33.68,0.78s,2.90s,0.45s
[38042],,,,,,,,,,,2,70,1.8512,30.69,34.97,0.78s,3.08s,0.55s
[38042],,,,,,,,,,,2,70,1.852,30.59,37.4,0.78s,2.96s,0.43s
[38042],,,,,,,,,,,2,70,1.8481,30.68,33.8,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,2,70,1.8425,30.86,34.96,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,2,70,1.8474,30.52,35.96,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,2,70,1.8511,30.5,36.28,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,2,70,1.8647,29.96,34.54,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,2,70,1.8399,31.12,33.57,0.78s,2.97s,0.43s
[38042],,,,,,,,,,,2,70,1.9553,27.27,32.33,0.78s,2.85s,0.43s
[38042],,,,,,,,,,,2,70,1.9683,26.61,29.27,0.78s,2.98s,0.43s
[38042],,,,,,,,,,,2,70,1.9514,27.39,30.06,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,2,70,1.9434,27.46,31.19,0.78s,2.82s,0.42s
[38042],,,,,,,,,,,2,70,1.9502,27.27,31.0,0.78s,2.95s,0.43s
[38042],,,,,,,,,,,2,70,1.9621,26.82,31.67,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,2,70,1.9473,27.52,32.45,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,2,70,1.951,27.25,31.68,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,2,70,1.9698,26.43,30.81,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,2,70,1.8791,29.93,35.39,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,2,70,1.9074,28.64,35.09,0.78s,3.01s,0.42s
[38042],,,,,,,,,,,2,70,1.9022,28.5,34.29,0.79s,2.92s,0.43s
[38042],,,,,,,,,,,2,70,1.891,29.33,33.89,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,2,70,1.8871,29.5,34.18,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,2,70,1.9093,28.47,33.52,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,2,70,1.8775,30.25,31.71,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,2,70,1.9055,28.57,32.85,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,2,70,1.8932,29.39,34.55,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,2,70,1.8543,30.77,36.71,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,2,70,1.8465,30.58,36.63,0.78s,3.00s,0.53s
[38042],,,,,,,,,,,2,70,1.8386,30.72,37.33,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,2,70,1.848,30.34,32.65,0.78s,2.82s,0.43s
[38042],,,,,,,,,,,2,70,1.8453,30.68,36.7,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,2,70,1.8642,30.25,33.33,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,2,70,1.8517,30.52,36.6,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,2,70,1.8705,30.07,33.94,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,2,70,1.8347,31.24,35.26,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,2,70,1.9299,28.44,31.64,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,2,70,1.9512,27.35,30.71,0.79s,2.91s,0.43s
[38042],,,,,,,,,,,2,70,1.9662,26.92,30.18,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,2,70,1.944,27.82,31.1,0.79s,2.80s,0.42s
[38042],,,,,,,,,,,2,70,1.9516,27.54,31.44,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,2,70,1.95,27.57,31.9,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,2,70,1.9522,27.45,31.63,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,2,70,1.944,27.61,29.89,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,2,70,1.9766,26.36,29.41,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,2,70,1.8744,30.26,33.21,0.78s,2.79s,0.42s
[38042],,,,,,,,,,,2,70,1.9049,28.81,33.57,0.78s,2.98s,0.54s
[38042],,,,,,,,,,,2,70,1.8978,28.76,33.13,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,2,70,1.8806,29.98,31.38,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,2,70,1.9006,28.55,33.26,0.79s,2.91s,0.42s
[38042],,,,,,,,,,,2,70,1.8946,29.45,31.86,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,2,70,1.8996,29.02,33.46,0.78s,2.82s,0.42s
[38042],,,,,,,,,,,2,70,1.8854,29.93,33.26,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,2,70,1.9222,28.32,33.85,0.79s,2.93s,0.43s
[38042],,,,,,,,,,,2,70,1.8471,30.5,35.0,0.78s,2.83s,0.42s
[38042],,,,,,,,,,,2,70,1.8573,30.17,35.31,0.78s,3.06s,0.57s
[38042],,,,,,,,,,,2,70,1.8458,30.76,38.07,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,2,70,1.8591,30.2,36.58,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,2,70,1.8615,30.23,34.81,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,2,70,1.854,30.27,37.5,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,2,70,1.8488,30.53,36.07,0.78s,2.79s,0.42s
[38042],,,,,,,,,,,2,70,1.8398,30.98,35.71,0.79s,2.92s,0.43s
[38042],,,,,,,,,,,2,70,1.864,29.87,34.64,0.78s,2.96s,0.42s
[38042],,,,,,,,,,,2,70,1.9382,27.68,33.66,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,2,70,1.947,27.82,31.0,0.78s,3.09s,0.56s
[38042],,,,,,,,,,,2,70,1.9641,27.19,30.05,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,2,70,1.9453,27.7,32.24,0.78s,2.84s,0.42s
[38042],,,,,,,,,,,2,70,1.9506,27.52,31.15,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,2,70,1.9731,26.75,31.39,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,2,70,1.9422,27.67,32.76,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,2,70,1.9581,27.22,29.6,0.78s,2.98s,0.43s
[38042],,,,,,,,,,,2,70,1.9652,26.89,29.91,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,2,70,1.9052,28.94,32.71,0.78s,2.79s,0.42s
[38042],,,,,,,,,,,2,70,1.8869,29.46,31.36,0.78s,3.03s,0.54s
[38042],,,,,,,,,,,2,70,1.919,28.29,33.86,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,2,70,1.88,30.13,34.69,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,2,70,1.8896,29.48,32.48,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,2,70,1.8999,29.04,33.62,0.78s,2.95s,0.42s
[38042],,,,,,,,,,,2,70,1.8901,29.35,32.73,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,2,70,1.9127,28.54,32.14,0.78s,2.95s,0.43s
[38042],,,,,,,,,,,2,70,1.9082,28.58,33.26,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,2,70,1.8558,30.01,36.72,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,2,70,1.8553,30.39,36.77,0.78s,2.96s,0.43s
[38042],,,,,,,,,,,2,70,1.8574,30.19,35.04,0.79s,2.93s,0.42s
[38042],,,,,,,,,,,2,70,1.8529,30.7,37.69,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,2,70,1.8558,30.32,38.09,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,2,70,1.858,30.27,36.41,0.79s,2.92s,0.42s
[38042],,,,,,,,,,,2,70,1.8543,30.67,35.26,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,2,70,1.8474,30.56,34.86,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,2,70,1.855,30.39,33.86,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,2,70,1.9531,27.64,31.28,0.78s,2.82s,0.42s
[38042],,,,,,,,,,,2,70,1.9423,27.58,31.04,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,2,70,1.9603,27.16,32.29,0.78s,2.95s,0.42s
[38042],,,,,,,,,,,2,70,1.9394,28.16,31.83,0.78s,2.83s,0.42s
[38042],,,,,,,,,,,2,70,1.9486,27.62,30.81,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,2,70,1.9556,27.34,31.42,0.79s,2.94s,0.42s
[38042],,,,,,,,,,,2,70,1.9442,28.32,31.79,0.78s,2.82s,0.42s
[38042],,,,,,,,,,,2,70,1.9645,26.86,31.4,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,2,70,1.9681,27.34,31.13,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,2,70,1.8805,29.43,33.84,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,2,70,1.8938,29.24,30.32,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,2,70,1.8963,29.14,35.04,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,2,70,1.8905,29.58,32.29,0.79s,2.82s,0.43s
[38042],,,,,,,,,,,2,70,1.8818,29.57,33.37,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,2,70,1.8935,29.03,33.11,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,2,70,1.8794,29.42,33.05,0.78s,2.83s,0.43s
[38042],,,,,,,,,,,2,70,1.9029,29.08,32.24,0.79s,2.96s,0.42s
[38042],,,,,,,,,,,2,70,1.8961,29.49,32.81,0.79s,2.93s,0.42s
[38042],,,,,,,,,,,2,70,1.8672,29.97,36.44,0.79s,2.82s,0.43s
[38042],,,,,,,,,,,2,70,1.8347,31.1,40.06,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,2,70,1.8502,30.34,37.4,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,2,70,1.8368,31.08,36.34,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,2,70,1.8444,30.94,37.98,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,2,70,1.8608,29.88,35.27,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,2,70,1.8483,30.64,37.83,0.80s,2.80s,0.43s
[38042],,,,,,,,,,,2,70,1.848,30.76,37.21,0.78s,2.90s,0.43s
[38042],,,,,,,,,,,2,70,1.8548,30.32,37.57,0.78s,2.90s,0.43s
[38042],,,,,,,,,,,3,70,1.7826,34.16,37.15,0.81s,2.91s,0.44s
[38042],,,,,,,,,,,3,70,1.8021,33.68,35.83,0.78s,3.07s,0.45s
[38042],,,,,,,,,,,3,70,1.7988,33.32,36.43,0.78s,3.04s,0.45s
[38042],,,,,,,,,,,3,70,1.7745,34.48,36.27,0.78s,2.82s,0.43s
[38042],,,,,,,,,,,3,70,1.798,33.56,35.26,0.78s,2.96s,0.43s
[38042],,,,,,,,,,,3,70,1.8164,32.87,34.61,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,3,70,1.7915,33.38,37.05,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,3,70,1.7994,33.3,35.63,0.78s,2.93s,0.44s
[38042],,,,,,,,,,,3,70,1.7944,33.85,36.64,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,3,70,1.6806,37.7,41.15,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,3,70,1.6897,37.17,42.65,0.78s,2.93s,0.49s
[38042],,,,,,,,,,,3,70,1.7142,36.73,42.23,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,3,70,1.6888,37.68,42.6,0.79s,2.80s,0.43s
[38042],,,,,,,,,,,3,70,1.6741,38.27,41.65,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,3,70,1.6958,37.39,44.25,0.78s,2.95s,0.43s
[38042],,,,,,,,,,,3,70,1.6829,37.96,39.71,0.78s,2.82s,0.43s
[38042],,,,,,,,,,,3,70,1.6941,37.26,40.36,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,3,70,1.7171,36.25,41.28,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,3,70,1.617,40.15,44.24,0.78s,2.90s,0.45s
[38042],,,,,,,,,,,3,70,1.5925,41.18,49.15,0.78s,3.08s,0.59s
[38042],,,,,,,,,,,3,70,1.6116,40.18,46.09,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,3,70,1.57,42.11,46.07,0.78s,2.82s,0.44s
[38042],,,,,,,,,,,3,70,1.5753,41.94,48.36,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,3,70,1.5978,41.25,46.98,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,3,70,1.5911,41.13,45.3,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,3,70,1.6053,40.83,46.47,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,3,70,1.5706,42.34,44.61,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,3,70,1.8021,33.69,35.85,0.78s,2.85s,0.43s
[38042],,,,,,,,,,,3,70,1.8114,32.78,33.15,0.78s,2.99s,0.48s
[38042],,,,,,,,,,,3,70,1.7989,33.26,37.65,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,3,70,1.788,33.87,36.21,0.78s,2.82s,0.43s
[38042],,,,,,,,,,,3,70,1.7883,33.91,35.42,0.78s,2.91s,0.42s
