seed,phase,phase_name,phase_total_runs,phase_epochs_per_run,run_idx,run_total,lr,wd,bs,drop_path_rate,epoch,epoch_total,loss,train_acc_pct,test_acc_pct,dl_time,train_time,eval_time
[38042],,,,,,,,,,,40,70,0.2638,90.55,81.79,0.79s,2.89s,0.51s
[38042],,,,,,,,,,,40,70,0.2991,89.37,82.2,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,40,70,0.3409,87.93,81.67,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,40,70,0.2956,89.45,81.65,0.78s,2.81s,0.41s
[38042],,,,,,,,,,,40,70,0.3427,87.81,81.98,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,40,70,0.3775,86.58,81.61,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,40,70,0.3762,86.62,81.9,0.80s,2.79s,0.42s
[38042],,,,,,,,,,,40,70,0.402,85.64,81.98,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,40,70,0.4361,84.53,82.18,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,41,70,0.4688,83.29,77.5,0.81s,2.91s,0.44s
[38042],,,,,,,,,,,41,70,0.5617,80.18,76.3,0.78s,3.04s,0.44s
[38042],,,,,,,,,,,41,70,0.5956,78.77,76.78,0.78s,3.02s,0.44s
[38042],,,,,,,,,,,41,70,0.4845,82.9,77.98,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,41,70,0.5635,80.14,77.03,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,41,70,0.6148,78.2,77.01,0.78s,2.92s,0.44s
[38042],,,,,,,,,,,41,70,0.523,81.56,77.29,0.78s,2.82s,0.43s
[38042],,,,,,,,,,,41,70,0.5798,79.54,76.53,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,41,70,0.6288,77.85,76.24,0.78s,2.93s,0.44s
[38042],,,,,,,,,,,41,70,0.2848,89.77,81.15,0.78s,2.81s,0.44s
[38042],,,,,,,,,,,41,70,0.3483,87.71,81.48,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,41,70,0.4012,85.75,81.29,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,41,70,0.3208,88.57,80.77,0.79s,2.80s,0.43s
[38042],,,,,,,,,,,41,70,0.3864,86.41,80.87,0.78s,2.99s,0.43s
[38042],,,,,,,,,,,41,70,0.4307,84.83,81.7,0.78s,2.95s,0.44s
[38042],,,,,,,,,,,41,70,0.3857,86.28,80.31,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,41,70,0.4106,85.52,80.76,0.78s,2.99s,0.43s
[38042],,,,,,,,,,,41,70,0.4486,84.23,81.52,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,41,70,0.2523,90.93,80.69,0.78s,2.89s,0.44s
[38042],,,,,,,,,,,41,70,0.3082,89.07,81.67,0.78s,2.94s,0.44s
[38042],,,,,,,,,,,41,70,0.3331,88.07,82.1,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,41,70,0.2626,90.67,80.61,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,41,70,0.3293,88.34,81.78,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,41,70,0.3589,87.24,82.34,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,41,70,0.3581,87.38,81.25,0.78s,2.82s,0.43s
[38042],,,,,,,,,,,41,70,0.4039,85.7,81.03,0.78s,3.44s,0.43s
[38042],,,,,,,,,,,41,70,0.4205,85.03,81.23,0.78s,2.95s,0.43s
[38042],,,,,,,,,,,41,70,0.5088,81.85,76.28,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,41,70,0.5609,80.23,76.99,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,41,70,0.6028,78.62,77.15,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,41,70,0.4722,83.29,78.52,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,41,70,0.5702,79.89,77.67,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,41,70,0.6182,78.26,76.38,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,41,70,0.5272,81.49,76.86,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,41,70,0.58,79.42,77.41,0.78s,2.94s,0.42s
[38042],,,,,,,,,,,41,70,0.6446,77.11,75.62,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,41,70,0.303,89.22,81.01,0.78s,2.87s,0.46s
[38042],,,,,,,,,,,41,70,0.3548,87.29,82.08,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,41,70,0.3953,85.82,81.85,0.79s,2.92s,0.42s
[38042],,,,,,,,,,,41,70,0.3172,88.87,80.85,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,41,70,0.3888,86.16,81.01,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,41,70,0.4385,84.52,81.02,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,41,70,0.3712,86.8,80.44,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,41,70,0.4411,84.38,81.1,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,41,70,0.4793,83.0,80.33,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,41,70,0.2568,90.83,82.14,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,41,70,0.2728,90.26,82.42,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,41,70,0.3433,87.78,81.77,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,41,70,0.2751,90.1,81.1,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,41,70,0.3221,88.45,81.67,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,41,70,0.3401,87.91,82.61,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,41,70,0.3629,87.2,80.62,0.78s,2.79s,0.43s
[38042],,,,,,,,,,,41,70,0.3993,85.8,81.64,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,41,70,0.407,85.77,81.52,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,41,70,0.4708,83.39,77.91,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,41,70,0.5671,80.03,77.44,0.79s,2.92s,0.42s
[38042],,,,,,,,,,,41,70,0.595,79.03,77.19,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,41,70,0.499,82.4,77.18,0.79s,2.79s,0.42s
[38042],,,,,,,,,,,41,70,0.5783,79.54,77.12,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,41,70,0.5963,78.92,77.09,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,41,70,0.5225,81.46,76.94,0.78s,2.82s,0.43s
[38042],,,,,,,,,,,41,70,0.5842,79.31,77.02,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,41,70,0.6245,78.08,76.46,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,41,70,0.2977,89.26,79.98,0.78s,2.79s,0.43s
[38042],,,,,,,,,,,41,70,0.3371,88.08,81.97,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,41,70,0.3825,86.49,81.17,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,41,70,0.3232,88.48,80.87,0.78s,2.79s,0.42s
[38042],,,,,,,,,,,41,70,0.3717,86.85,81.2,0.79s,2.95s,0.42s
[38042],,,,,,,,,,,41,70,0.4264,84.81,81.26,0.78s,2.94s,0.42s
[38042],,,,,,,,,,,41,70,0.3588,87.23,81.27,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,41,70,0.4202,85.11,80.95,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,41,70,0.4852,82.93,80.64,0.79s,2.92s,0.43s
[38042],,,,,,,,,,,41,70,0.2438,91.32,81.0,0.78s,2.82s,0.42s
[38042],,,,,,,,,,,41,70,0.2894,89.61,81.58,0.78s,2.97s,0.42s
[38042],,,,,,,,,,,41,70,0.3492,87.4,82.14,0.78s,2.95s,0.42s
[38042],,,,,,,,,,,41,70,0.2829,89.99,81.49,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,41,70,0.305,89.21,82.0,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,41,70,0.3529,87.38,82.38,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,41,70,0.3413,88.01,80.97,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,41,70,0.3905,86.22,80.84,0.79s,2.93s,0.43s
[38042],,,,,,,,,,,41,70,0.4277,84.73,81.73,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,41,70,0.4847,82.75,77.94,0.78s,2.83s,0.42s
[38042],,,,,,,,,,,41,70,0.5521,80.64,77.09,0.78s,2.95s,0.43s
[38042],,,,,,,,,,,41,70,0.6099,78.57,76.79,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,41,70,0.4856,82.79,77.57,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,41,70,0.5756,79.66,77.56,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,41,70,0.608,78.45,77.2,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,41,70,0.5365,81.12,76.2,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,41,70,0.5771,79.68,77.13,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,41,70,0.6188,78.12,76.17,0.78s,2.96s,0.43s
[38042],,,,,,,,,,,41,70,0.2712,90.42,81.09,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,41,70,0.3407,87.95,81.41,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,41,70,0.3905,86.22,81.72,0.78s,2.95s,0.43s
[38042],,,,,,,,,,,41,70,0.3407,87.81,80.79,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,41,70,0.3844,86.34,81.09,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,41,70,0.4254,85.02,81.46,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,41,70,0.3773,86.61,81.02,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,41,70,0.451,84.04,80.99,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,41,70,0.4764,83.26,80.23,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,41,70,0.2532,90.88,81.97,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,41,70,0.2805,90.0,82.35,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,41,70,0.3181,88.52,82.75,0.79s,2.92s,0.42s
[38042],,,,,,,,,,,41,70,0.2776,90.12,81.32,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,41,70,0.3095,88.97,82.74,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,41,70,0.359,87.34,82.49,0.79s,2.94s,0.42s
[38042],,,,,,,,,,,41,70,0.3495,87.7,80.89,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,41,70,0.3938,85.96,81.57,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,41,70,0.4251,84.91,81.75,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,41,70,0.4953,82.33,76.69,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,41,70,0.5464,80.67,77.22,0.78s,2.95s,0.43s
[38042],,,,,,,,,,,41,70,0.6031,78.59,77.01,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,41,70,0.4927,82.54,77.31,0.78s,2.82s,0.43s
[38042],,,,,,,,,,,41,70,0.5468,80.71,78.31,0.78s,2.94s,0.42s
[38042],,,,,,,,,,,41,70,0.6349,77.56,76.63,0.79s,2.93s,0.42s
[38042],,,,,,,,,,,41,70,0.5268,81.25,76.94,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,41,70,0.5923,79.04,76.42,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,41,70,0.6543,76.81,75.84,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,41,70,0.2858,89.78,81.06,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,41,70,0.3509,87.56,81.43,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,41,70,0.3997,85.83,81.72,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,41,70,0.3152,88.8,81.96,0.79s,2.83s,0.43s
[38042],,,,,,,,,,,41,70,0.3771,86.45,80.38,0.78s,2.95s,0.43s
[38042],,,,,,,,,,,41,70,0.4247,85.0,81.54,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,41,70,0.3548,87.51,80.74,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,41,70,0.4369,84.49,79.85,0.79s,2.93s,0.43s
[38042],,,,,,,,,,,41,70,0.4584,83.6,80.82,0.79s,2.92s,0.42s
[38042],,,,,,,,,,,41,70,0.2537,91.0,81.5,0.79s,2.89s,0.57s
[38042],,,,,,,,,,,41,70,0.2856,89.81,82.33,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,41,70,0.3283,88.35,82.39,0.78s,2.94s,0.42s
[38042],,,,,,,,,,,41,70,0.285,89.83,81.22,0.78s,2.79s,0.43s
[38042],,,,,,,,,,,41,70,0.3277,88.46,82.14,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,41,70,0.3646,87.07,81.73,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,41,70,0.3553,87.27,81.08,0.80s,2.83s,0.42s
[38042],,,,,,,,,,,41,70,0.3913,86.15,81.62,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,41,70,0.4164,85.37,82.25,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,42,70,0.4524,84.0,77.74,0.81s,2.92s,0.45s
[38042],,,,,,,,,,,42,70,0.5546,80.16,76.23,0.78s,3.02s,0.44s
[38042],,,,,,,,,,,42,70,0.5878,79.06,77.53,0.78s,3.01s,0.44s
[38042],,,,,,,,,,,42,70,0.4716,83.39,76.33,0.78s,2.82s,0.43s
[38042],,,,,,,,,,,42,70,0.5576,80.29,77.65,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,42,70,0.6018,78.85,77.2,0.78s,2.93s,0.44s
[38042],,,,,,,,,,,42,70,0.5094,82.16,77.77,0.78s,2.82s,0.43s
[38042],,,,,,,,,,,42,70,0.572,79.86,76.82,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,42,70,0.6153,78.31,76.56,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,42,70,0.2614,90.77,81.3,0.78s,2.82s,0.43s
[38042],,,,,,,,,,,42,70,0.3348,88.03,82.46,0.78s,2.95s,0.43s
[38042],,,,,,,,,,,42,70,0.379,86.44,81.21,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,42,70,0.306,89.13,81.43,0.79s,2.81s,0.42s
[38042],,,,,,,,,,,42,70,0.3734,86.6,81.39,0.78s,2.96s,0.43s
[38042],,,,,,,,,,,42,70,0.4146,85.28,81.7,0.78s,2.97s,0.43s
[38042],,,,,,,,,,,42,70,0.3711,86.85,80.71,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,42,70,0.4039,85.75,81.11,0.78s,2.93s,0.44s
[38042],,,,,,,,,,,42,70,0.4422,84.59,81.3,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,42,70,0.2284,91.77,81.76,0.78s,2.87s,0.44s
[38042],,,,,,,,,,,42,70,0.2935,89.66,82.77,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,42,70,0.3108,88.97,81.69,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,42,70,0.2531,90.94,81.08,0.78s,2.84s,0.43s
[38042],,,,,,,,,,,42,70,0.3104,88.82,82.22,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,42,70,0.3427,87.64,83.17,0.78s,2.98s,0.43s
[38042],,,,,,,,,,,42,70,0.3343,88.02,80.62,0.78s,2.83s,0.43s
[38042],,,,,,,,,,,42,70,0.3829,86.44,81.53,0.78s,3.02s,0.43s
[38042],,,,,,,,,,,42,70,0.4081,85.56,82.21,0.78s,2.95s,0.42s
[38042],,,,,,,,,,,42,70,0.4961,82.42,77.6,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,42,70,0.5423,80.91,77.5,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,42,70,0.5919,78.93,77.17,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,42,70,0.4609,83.69,78.47,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,42,70,0.558,80.24,77.58,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,42,70,0.5981,79.06,77.12,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,42,70,0.5101,81.88,76.59,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,42,70,0.5741,79.61,77.18,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,42,70,0.6379,77.32,75.79,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,42,70,0.2887,89.53,81.04,0.78s,2.89s,0.44s
[38042],,,,,,,,,,,42,70,0.3404,87.96,81.84,0.78s,2.95s,0.42s
[38042],,,,,,,,,,,42,70,0.3801,86.58,81.87,0.79s,2.91s,0.43s
[38042],,,,,,,,,,,42,70,0.3018,89.36,80.5,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,42,70,0.3718,86.7,81.65,0.78s,2.93s,0.44s
[38042],,,,,,,,,,,42,70,0.4289,84.77,81.04,0.78s,2.95s,0.43s
[38042],,,,,,,,,,,42,70,0.3463,87.72,81.77,0.78s,2.82s,0.43s
[38042],,,,,,,,,,,42,70,0.4311,84.73,81.16,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,42,70,0.4673,83.59,80.38,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,42,70,0.231,91.68,81.64,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,42,70,0.2569,90.87,81.82,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,42,70,0.3274,88.35,81.44,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,42,70,0.2551,90.85,81.24,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,42,70,0.305,89.21,81.53,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,42,70,0.3255,88.42,82.64,0.78s,2.97s,0.43s
[38042],,,,,,,,,,,42,70,0.3423,87.77,81.6,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,42,70,0.3871,86.4,81.91,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,42,70,0.3962,85.89,82.46,0.78s,2.95s,0.42s
[38042],,,,,,,,,,,42,70,0.4668,83.54,77.65,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,42,70,0.5576,80.3,76.79,0.79s,2.92s,0.43s
[38042],,,,,,,,,,,42,70,0.5779,79.7,77.76,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,42,70,0.4774,83.2,76.65,0.79s,2.80s,0.42s
[38042],,,,,,,,,,,42,70,0.5691,79.95,77.16,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,42,70,0.5899,78.98,77.58,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,42,70,0.5141,81.94,76.51,0.78s,2.79s,0.43s
[38042],,,,,,,,,,,42,70,0.5776,79.64,77.01,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,42,70,0.6155,78.17,76.81,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,42,70,0.2815,90.01,80.5,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,42,70,0.3204,88.49,82.61,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,42,70,0.3767,86.62,82.09,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,42,70,0.305,89.06,81.62,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,42,70,0.3622,87.11,82.1,0.79s,2.92s,0.42s
[38042],,,,,,,,,,,42,70,0.4096,85.43,81.53,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,42,70,0.3482,87.69,81.17,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,42,70,0.4118,85.35,80.14,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,42,70,0.4731,83.2,80.04,0.79s,2.92s,0.42s
[38042],,,,,,,,,,,42,70,0.227,91.84,81.5,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,42,70,0.2734,90.27,82.28,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,42,70,0.3343,88.06,82.38,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,42,70,0.2613,90.57,81.87,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,42,70,0.2884,89.67,82.06,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,42,70,0.339,87.81,83.18,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,42,70,0.3293,88.31,81.23,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,42,70,0.374,86.74,80.37,0.79s,2.94s,0.43s
[38042],,,,,,,,,,,42,70,0.4122,85.44,81.38,0.78s,2.96s,0.43s
[38042],,,,,,,,,,,42,70,0.4711,83.39,77.95,0.78s,2.82s,0.42s
[38042],,,,,,,,,,,42,70,0.5397,81.08,77.78,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,42,70,0.6001,78.83,76.82,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,42,70,0.4768,83.03,77.49,0.78s,2.83s,0.42s
[38042],,,,,,,,,,,42,70,0.5743,79.58,77.09,0.78s,2.95s,0.43s
[38042],,,,,,,,,,,42,70,0.5983,78.99,77.37,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,42,70,0.514,81.75,76.36,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,42,70,0.5632,80.28,77.14,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,42,70,0.6136,78.35,77.0,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,42,70,0.2505,91.05,80.82,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,42,70,0.3234,88.36,81.7,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,42,70,0.3803,86.38,81.98,0.78s,2.95s,0.42s
[38042],,,,,,,,,,,42,70,0.3188,88.82,80.16,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,42,70,0.3711,86.94,81.68,0.78s,2.94s,0.42s
[38042],,,,,,,,,,,42,70,0.4102,85.31,81.78,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,42,70,0.3682,87.06,81.05,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,42,70,0.439,84.56,81.13,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,42,70,0.4725,83.31,81.09,0.78s,2.95s,0.42s
[38042],,,,,,,,,,,42,70,0.233,91.6,81.53,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,42,70,0.2657,90.59,82.53,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,42,70,0.301,89.23,82.73,0.79s,2.92s,0.43s
[38042],,,,,,,,,,,42,70,0.2574,90.7,81.89,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,42,70,0.2937,89.48,82.4,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,42,70,0.3423,87.84,82.22,0.79s,2.93s,0.43s
[38042],,,,,,,,,,,42,70,0.3343,88.18,81.36,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,42,70,0.3807,86.57,81.72,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,42,70,0.4164,85.37,82.29,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,42,70,0.4848,82.8,76.69,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,42,70,0.5345,81.08,77.58,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,42,70,0.5926,79.13,77.26,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,42,70,0.4821,82.95,77.43,0.78s,2.82s,0.42s
[38042],,,,,,,,,,,42,70,0.5387,81.01,78.33,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,42,70,0.6272,77.74,76.24,0.79s,2.93s,0.42s
[38042],,,,,,,,,,,42,70,0.5129,81.69,77.41,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,42,70,0.5839,79.37,76.38,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,42,70,0.6372,77.38,75.1,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,42,70,0.2656,90.53,80.94,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,42,70,0.3372,88.09,82.09,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,42,70,0.3826,86.42,81.75,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,42,70,0.2953,89.52,81.3,0.79s,2.81s,0.43s
[38042],,,,,,,,,,,42,70,0.3619,87.02,80.56,0.78s,2.94s,0.42s
[38042],,,,,,,,,,,42,70,0.4035,85.71,81.57,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,42,70,0.3459,87.69,80.78,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,42,70,0.4283,84.75,80.94,0.79s,2.93s,0.43s
[38042],,,,,,,,,,,42,70,0.4489,84.08,80.17,0.79s,2.96s,0.42s
[38042],,,,,,,,,,,42,70,0.2216,92.01,81.41,0.79s,3.09s,0.42s
[38042],,,,,,,,,,,42,70,0.2629,90.6,82.15,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,42,70,0.3114,88.87,82.4,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,42,70,0.2656,90.53,82.06,0.78s,2.79s,0.42s
[38042],,,,,,,,,,,42,70,0.3098,88.97,82.37,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,42,70,0.3467,87.68,82.52,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,42,70,0.3384,87.92,81.3,0.80s,2.78s,0.42s
[38042],,,,,,,,,,,42,70,0.3706,86.89,82.06,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,42,70,0.4069,85.53,82.4,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,43,70,0.4377,84.39,77.51,0.81s,2.92s,0.44s
[38042],,,,,,,,,,,43,70,0.5434,80.83,77.0,0.78s,3.04s,0.44s
[38042],,,,,,,,,,,43,70,0.5799,79.45,77.66,0.78s,3.02s,0.44s
[38042],,,,,,,,,,,43,70,0.4605,83.78,78.05,0.78s,2.82s,0.43s
[38042],,,,,,,,,,,43,70,0.5492,80.54,78.01,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,43,70,0.599,78.89,77.47,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,43,70,0.4994,82.26,77.72,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,43,70,0.5651,80.08,77.18,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,43,70,0.608,78.33,77.19,0.78s,2.95s,0.43s
[38042],,,,,,,,,,,43,70,0.2558,90.76,81.76,0.78s,2.82s,0.44s
[38042],,,,,,,,,,,43,70,0.3169,88.88,82.78,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,43,70,0.3677,87.05,81.67,0.78s,2.96s,0.44s
[38042],,,,,,,,,,,43,70,0.2948,89.66,81.56,0.79s,2.84s,0.44s
[38042],,,,,,,,,,,43,70,0.3595,87.4,81.26,0.78s,2.95s,0.43s
[38042],,,,,,,,,,,43,70,0.3965,85.87,82.19,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,43,70,0.3618,87.1,80.03,0.78s,2.83s,0.43s
[38042],,,,,,,,,,,43,70,0.3872,86.36,82.12,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,43,70,0.4286,85.02,81.81,0.78s,2.94s,0.42s
[38042],,,,,,,,,,,43,70,0.2082,92.54,81.48,0.78s,2.89s,0.44s
[38042],,,,,,,,,,,43,70,0.2746,90.17,82.55,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,43,70,0.3002,89.24,82.38,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,43,70,0.2253,92.02,81.31,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,43,70,0.2943,89.55,81.32,0.78s,2.93s,0.43s
